,category,subcategory,githuburl,featured,links,description,_repopath,_reponame,_stars,_forks,_watches,_topics,_language,_homepage,_description,_organization,_updated_at,_last_commit_date,_created_at,_age_weeks,_stars_per_week
31,solana,blockchain,https://github.com/solana-labs/solana-season,,,,solana-labs/solana-season,solana-season,323,31,58,[],,,,solana-labs,2021-09-23,2021-06-22,2021-04-22,22,14.220125786163521
300,stella,,https://github.com/stellar/slingshot,,,,stellar/slingshot,slingshot,321,44,53,[],Rust,," A new blockchain architecture under active development, with a strong focus on scalability, privacy and safety",stellar,2021-09-27,2021-04-01,2018-12-19,144,2.2159763313609466
70,ethereum,blockchain,https://github.com/ethereum/populus,1.0,,,ethereum/populus,populus,320,111,27,"['populus', 'ethereum', 'python', 'python3', 'python2', 'smart-contracts', 'framework']",,http://populus.readthedocs.org/,The Ethereum development framework with the most cute animal pictures,ethereum,2021-09-12,2019-02-25,2015-08-19,318,1.003584229390681
384,iota,client,https://github.com/iotaledger/goshimmer,,,?,iotaledger/goshimmer,goshimmer,318,91,56,"['iota', 'tangle', 'coordicide-modules', 'golang', 'cryptocurrency']",Go,https://goshimmer.docs.iota.org,GoShimmer implementation of IOTA 2.0,iotaledger,2021-09-27,2021-09-27,2019-03-28,130,2.4327868852459016
400,iota,client,https://github.com/iotaledger/stronghold.rs,,,?,iotaledger/stronghold.rs,stronghold.rs,316,20,23,[],Rust,,Stronghold is a secret management engine written in rust.,iotaledger,2021-09-27,2021-09-21,2020-06-04,68,4.598752598752599
512,dfinity,,https://github.com/dfinity/motoko-base,,,,dfinity/motoko-base,motoko-base,313,30,31,[],Modelica,,The Motoko base library,dfinity,2021-09-27,2021-09-24,2020-04-14,76,4.118421052631579
493,aave,?,https://github.com/aave/flashloan-box,,,,aave/flashloan-box,flashloan-box,308,149,18,[],Solidity,,A box containing all you need to get started with developing  Aave v1 flash loans,aave,2021-09-27,2020-07-02,2020-04-21,75,4.1066666666666665
283,stella,,https://github.com/stellar/stellar-client,,,,stellar/stellar-client,stellar-client,304,78,46,[],JavaScript,," INACTIVE. Browser based client for stellard. This repository is inactive. It points to the stellard network, which is being replaced by stellar-core. Please refer to the replacement repository, interstellar-client, which points to the stellar-core network.",stellar,2021-08-09,2021-03-02,2014-04-23,387,0.7837937384898711
319,tron,,https://github.com/tronprotocol/documentation,,,,tronprotocol/documentation,documentation,304,361,63,[],PHP,,Documentations of project TRON,tronprotocol,2021-09-28,2021-07-06,2018-03-23,183,1.6560311284046692
263,eoc,blockchain,https://github.com/EOSIO/demux-js,,,,EOSIO/demux-js,demux-js,301,77,69,[],TypeScript,,💫 Deterministic event-sourced state and side effect handling for blockchain applications,EOSIO,2021-08-20,2019-12-30,2018-06-27,169,1.7720773759461732
475,0xproject,?,https://github.com/0xProject/0x-launch-kit,,,? eth ?,0xProject/0x-launch-kit,0x-launch-kit,296,184,23,"['0x', 'ethereum']",JavaScript,https://0x.org/launch-kit,Start an exchange in under a minute,0xProject,2021-09-24,2020-08-13,2019-05-20,123,2.4037122969837585
262,eoc,blockchain,https://github.com/EOSIO/eosio.contracts,,,,EOSIO/eosio.contracts,eosio.contracts,293,393,78,"['eosio', 'smart-contracts']",C++,https://eosio.github.io/eosio.contracts/latest,Smart contracts that provide some of the basic functions of the EOSIO blockchain,EOSIO,2021-09-11,2020-12-16,2018-06-19,171,1.713450292397661
73,ethereum,blockchain,https://github.com/ethereum/blockies,1.0,,,ethereum/blockies,blockies,288,75,6,[],JavaScript,,<1k library that generates blocky identicons,ethereum,2021-09-24,2018-05-16,2015-10-09,311,0.9243466299862448
19,solana,blockchain,https://github.com/solana-labs/example-helloworld,,,,solana-labs/example-helloworld,example-helloworld,288,227,18,[],TypeScript,,Hello world on Solana,solana-labs,2021-09-28,2021-09-28,2020-04-07,77,3.74025974025974
515,dfinity,,https://github.com/dfinity/awesome-dfinity,,,,dfinity/awesome-dfinity,awesome-dfinity,282,31,38,[],,,A curated list of awesome projects and resources relating to DFINITY and the Internet Computer,dfinity,2021-09-26,2021-08-02,2020-06-26,65,4.300653594771242
522,dfinity,,https://github.com/dfinity/cancan,,,,dfinity/cancan,cancan,279,52,28,"['internet-computer', 'motoko', 'dfx', 'canister', 'ic']",TypeScript,http://sdk.dfinity.org,A scalable video sharing service.,dfinity,2021-09-24,2021-06-07,2021-05-06,20,13.46896551724138
495,aave,?,https://github.com/aave/protocol-v2,,,,aave/protocol-v2,protocol-v2,278,265,20,[],TypeScript,https://aave.com,Aave Protocol V2,aave,2021-09-25,2021-09-01,2020-12-02,42,6.486666666666666
429,cosmos,sdk,https://github.com/cosmos/sdk-tutorials,,,,cosmos/sdk-tutorials,sdk-tutorials,273,287,32,[],TypeScript,https://tutorials.cosmos.network/,Tutorials for building modules for the Cosmos SDK,cosmos,2021-09-27,2021-09-22,2018-10-23,153,1.7843137254901962
94,ethereum,blockchain,https://github.com/ethereum/solidity-examples,1.0,,,ethereum/solidity-examples,solidity-examples,272,106,26,[],Solidity,,Loose collection of Solidity example code,ethereum,2021-09-23,2021-06-22,2016-11-11,254,1.0684624017957352
200,cardano,blockchain,https://github.com/input-output-hk/rust-cardano,,,,input-output-hk/rust-cardano,rust-cardano,270,70,50,[],Rust,,rust client libraries to deal with the current cardano mainnet (byron / cardano-sl),input-output-hk,2021-09-28,2020-02-04,2018-02-28,186,1.444954128440367
75,ethereum,blockchain,https://github.com/ethereum/homestead-guide,1.0,,,ethereum/homestead-guide,homestead-guide,269,361,50,[],Python,,,ethereum,2021-09-09,2018-06-04,2016-01-04,299,0.899235912129895
35,ethereum,blockchain,https://github.com/ethereum/tests,1.0,,,ethereum/tests,tests,267,230,67,[],JavaScript,,Common tests for all Ethereum implementations,ethereum,2021-09-27,2021-09-26,2013-12-31,404,0.6608910891089109
527,enjin,erc,https://github.com/enjin/erc-1155,,,,enjin/erc-1155,erc-1155,262,139,35,[],Solidity,,ERC-1155: Smart Contract Sample Implementation,enjin,2021-09-26,2020-10-04,2018-06-26,170,1.5411764705882354
252,eoc,blockchain,https://github.com/EOSIO/eosjs-ecc,,,,EOSIO/eosjs-ecc,eosjs-ecc,261,123,52,[],JavaScript,,"Elliptic curve cryptography functions: Private Key, Public Key, Signature, AES, Encryption, Decryption",EOSIO,2021-09-23,2020-02-19,2017-08-03,216,1.2043506921555702
134,ethereum,blockchain,https://github.com/ethereum/evmone,1.0,,,ethereum/evmone,evmone,257,78,20,"['ethereum', 'ethereum-virtual-machine', 'evmc', 'evm', 'blockchain']",C++,,Fast Ethereum Virtual Machine implementation,ethereum,2021-09-22,2021-09-20,2018-12-05,146,1.75
147,ethereum,blockchain,https://github.com/ethereum/eth2.0-deposit-cli,1.0,,,ethereum/eth2.0-deposit-cli,eth2.0-deposit-cli,257,117,35,[],Python,,Secure key generation for eth2 deposits,ethereum,2021-09-17,2021-04-02,2020-02-10,85,3.0184563758389262
128,ethereum,blockchain,https://github.com/ethereum/eth2.0-pm,1.0,,,ethereum/eth2.0-pm,eth2.0-pm,248,74,112,[],Python,,ETH2.0 project management,ethereum,2021-09-20,2021-08-25,2018-08-06,164,1.5108790252393385
136,ethereum,blockchain,https://github.com/ethereum/sourcify,1.0,,,ethereum/sourcify,sourcify,241,74,23,[],TypeScript,,Solidity re-compiler that can be used to verify that bytecode corresponds to certain source code,ethereum,2021-09-27,2021-09-14,2019-04-24,126,1.8997747747747749
341,neo,,https://github.com/neo-project/neo-gui-2.x,,,,neo-project/neo-gui-2.x,neo-gui-2.x,238,175,73,['neo'],C#,,,neo-project,2021-09-20,2020-09-27,2016-10-26,256,0.9265850945494994
317,tron,,https://github.com/tronprotocol/wallet-cli,,,,tronprotocol/wallet-cli,wallet-cli,237,248,38,[],Java,,Wallet CLI,tronprotocol,2021-09-24,2021-08-05,2018-01-31,190,1.2417664670658684
385,iota,client,https://github.com/iotaledger/bee,,,?,iotaledger/bee,bee,233,56,32,"['iota', 'tangle', 'blockchain', 'rust', 'rust-lang', 'iot', 'framework', 'client', 'application', 'iota-foundation', 'crates', 'iota-nodes', 'iota-network']",Rust,,"A framework for IOTA nodes, clients and applications in Rust",iotaledger,2021-09-27,2021-09-27,2019-05-17,123,1.8855491329479768
61,ethereum,blockchain,https://github.com/ethereum/pydevp2p,1.0,,,ethereum/pydevp2p,pydevp2p,231,108,39,[],Python,,Python Implementation of the Ethereum P2P stack,ethereum,2021-09-02,2018-02-07,2015-04-05,338,0.6828547297297297
192,cardano,blockchain,https://github.com/input-output-hk/mantis,,,,input-output-hk/mantis,mantis,222,80,50,"['scala', 'etc', 'ethereum']",Scala,,A Scala based client for Ethereum-like Blockchains. ,input-output-hk,2021-09-23,2021-09-23,2016-12-12,250,0.8874928612221588
23,solana,blockchain,https://github.com/solana-labs/token-list,,,,solana-labs/token-list,token-list,222,753,37,"['token-list', 'dapps']",TypeScript,https://solana.com,The community maintained Solana token registry,solana-labs,2021-09-28,2021-09-28,2020-11-06,46,4.766871165644171
425,cosmos,sdk,https://github.com/cosmos/iavl,,,,cosmos/iavl,iavl,220,119,31,"['merkle-tree', 'blockchain', 'cryptography']",Go,,Merkleized IAVL+ Tree implementation in Go,cosmos,2021-09-15,2021-09-15,2017-08-31,212,1.0342511752854264
488,augur,monorepo,https://github.com/AugurProject/augur-app,,,,AugurProject/augur-app,augur-app,219,25,37,[],JavaScript,,Augur Desktop Electron Application,AugurProject,2021-04-01,2019-11-14,2018-05-04,177,1.2333065164923571
141,ethereum,blockchain,https://github.com/ethereum/remix-desktop,1.0,,,ethereum/remix-desktop,remix-desktop,218,77,22,[],JavaScript,,Remix IDE desktop,ethereum,2021-09-27,2021-09-01,2019-09-19,105,2.062162162162162
14,iota,blockchain,https://github.com/gohornet/hornet,,,?,gohornet/hornet,hornet,217,101,18,"['golang', 'iota', 'fullnode']",Go,,HORNET is a powerful IOTA fullnode software,gohornet,2021-09-23,2021-09-02,2019-12-04,94,2.2876506024096384
452,zcash,blockchain,https://github.com/zcash/librustzcash,,,,zcash/librustzcash,librustzcash,217,154,31,[],Rust,,Rust-language assets for Zcash,zcash,2021-09-22,2021-09-22,2017-03-17,236,0.9172705314009661
99,ethereum,blockchain,https://github.com/ethereum/cbc-casper,1.0,,,ethereum/cbc-casper,cbc-casper,215,37,43,[],Python,,,ethereum,2021-06-18,2018-07-17,2017-02-22,239,0.8963668850506253
101,ethereum,blockchain,https://github.com/ethereum/ropsten,1.0,,,ethereum/ropsten,ropsten,212,60,27,[],Jupyter Notebook,,Ropsten public testnet PoW chain,ethereum,2021-08-24,2018-08-21,2017-03-22,235,0.8988491823137492
345,neo,,https://github.com/neo-project/neo-node,,,,neo-project/neo-node,neo-node,205,221,47,['neo'],C#,,,neo-project,2021-09-16,2021-09-16,2017-07-13,219,0.9330299089726918
98,ethereum,blockchain,https://github.com/ethereum/eth-utils,1.0,,,ethereum/eth-utils,eth-utils,204,107,17,"['ethereum', 'python', 'utility-library']",Python,https://eth-utils.readthedocs.io/en/latest/,Utility functions for working with ethereum related codebases.,ethereum,2021-09-25,2021-01-21,2017-02-07,242,0.8429752066115702
474,0xproject,?,https://github.com/0xProject/0x-mesh,,,? eth ?,0xProject/0x-mesh,0x-mesh,204,90,25,"['golang', '0x', 'ethereum', 'dapp', 'webassembly', 'libp2p', 'webrtc']",Go,https://0x-org.gitbook.io/mesh/,A peer-to-peer network for sharing 0x orders,0xProject,2021-09-20,2021-08-11,2019-03-28,130,1.560655737704918
448,zcash,blockchain,https://github.com/zcash/zips,,,,zcash/zips,zips,203,112,55,"['zcash', 'cryptocurrency', 'cryptography', 'specifications']",HTML,https://zips.z.cash,Zcash Improvement Proposals,zcash,2021-09-27,2021-09-21,2015-12-02,303,0.6680771039022096
250,eoc,blockchain,https://github.com/EOSIO/eos-token-distribution,,,,EOSIO/eos-token-distribution,eos-token-distribution,201,156,42,[],Shell,https://eos.io/distribution,,EOSIO,2021-09-16,2017-07-06,2017-06-09,224,0.8950381679389313
79,ethereum,blockchain,https://github.com/ethereum/solc-bin,1.0,,,ethereum/solc-bin,solc-bin,193,154,23,[],JavaScript,https://binaries.soliditylang.org,This repository contains current and historical builds of the Solidity Compiler.,ethereum,2021-09-28,2021-09-28,2016-04-04,286,0.6744882675986021
326,tron,,https://github.com/tronprotocol/sun-network,,,,tronprotocol/sun-network,sun-network,192,97,37,[],Java,,,tronprotocol,2021-09-22,2020-09-03,2019-03-26,131,1.465648854961832
392,iota,client,https://github.com/iotaledger/streams,,,?,iotaledger/streams,streams,191,39,20,[],Rust,,"IOTA Streams, a framework for cryptographic protocols called Applications. Replaces Masked Authenticated Messaging (MAM). Alpha version.",iotaledger,2021-09-27,2021-09-27,2019-10-25,100,1.8991477272727273
110,ethereum,blockchain,https://github.com/ethereum/moon-lang,1.0,,,ethereum/moon-lang,moon-lang,188,15,18,[],MoonScript,,Minimal code-interchange format,ethereum,2021-08-06,2017-10-25,2017-07-12,219,0.8551007147498375
343,neo,,https://github.com/neo-project/docs,,,,neo-project/docs,docs,188,283,33,['neo'],HTML,http://docs.neo.org,NEO Documentation,neo-project,2021-09-17,2021-09-17,2017-05-02,230,0.8173913043478261
125,ethereum,blockchain,https://github.com/ethereum/beacon_chain,1.0,,,ethereum/beacon_chain,beacon_chain,188,52,47,[],Python,,,ethereum,2021-09-15,2019-01-21,2018-06-15,171,1.0957535387177353
295,stella,,https://github.com/stellar/dashboard,,,,stellar/dashboard,dashboard,185,136,51,"['stellar', 'blockchain', 'dashboard', 'react']",JavaScript,https://dashboard.stellar.org,,stellar,2021-09-21,2021-09-10,2017-02-21,240,0.7708333333333334
106,ethereum,blockchain,https://github.com/ethereum/evmlab,1.0,,,ethereum/evmlab,evmlab,185,40,14,[],Python,,Utilities for interacting with the Ethereum virtual machine,ethereum,2021-09-19,2019-05-07,2017-06-07,224,0.8227445997458704
7,ripple,blockchain,https://github.com/ripple/ripplecharts-frontend,,,,ripple/ripplecharts-frontend,ripplecharts-frontend,184,152,72,[],JavaScript,,RippleCharts front-end using Angular.js and D3,ripple,2021-09-10,2020-09-29,2013-12-31,404,0.45544554455445546
398,iota,client,https://github.com/iotaledger/firefly,,,?,iotaledger/firefly,firefly,183,39,38,[],Svelte,https://firefly.iota.org,IOTA's New Wallet,iotaledger,2021-09-23,2021-09-23,2020-04-30,73,2.4825581395348837
253,eoc,blockchain,https://github.com/EOSIO/eosjs-api,,,,EOSIO/eosjs-api,eosjs-api,180,94,49,[],JavaScript,,Application programming interface to EOS blockchain nodes.,EOSIO,2021-09-08,2018-10-10,2017-08-03,216,0.8305866842452209
509,dfinity,,https://github.com/dfinity/examples,,,,dfinity/examples,examples,178,74,25,[],JavaScript,https://dfinity.org,"Example applications, microservices, and code samples for the Internet Computer",dfinity,2021-09-27,2021-08-17,2020-01-31,86,2.056105610561056
184,cardano,blockchain,https://github.com/input-output-hk/scrypto,,,,input-output-hk/scrypto,scrypto,177,45,22,[],Scala,,Cryptographic primitives for Scala,input-output-hk,2021-09-16,2021-08-31,2015-12-22,301,0.5880398671096345
396,iota,client,https://github.com/iotaledger/identity.rs,,,?,iotaledger/identity.rs,identity.rs,177,34,22,"['self-sovereign-identity', 'did', 'verifiable-credentials', 'decentralized-identity']",Rust,https://www.iota.org,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA Tangle. ,iotaledger,2021-09-28,2021-09-28,2020-02-06,85,2.065
152,ethereum,blockchain,https://github.com/ethereum/execution-specs,1.0,,,ethereum/execution-specs,execution-specs,175,91,29,[],Python,,Specifications for the Ethereum 1.0. Tracking network upgrades.,ethereum,2021-09-27,2021-09-27,2020-08-11,59,2.9661016949152543
132,ethereum,blockchain,https://github.com/ethereum/grid,1.0,,,ethereum/grid,grid,175,37,15,[],JavaScript,https://grid.ethereum.org/,"[DEPRECATED] Download, configure, and run Ethereum nodes and tools",ethereum,2021-09-18,2020-12-10,2018-10-12,154,1.1321626617375231
245,cardano,blockchain,https://github.com/input-output-hk/lobster-challenge,,,,input-output-hk/lobster-challenge,lobster-challenge,173,61,12,[],Haskell,,Simple Plutus contract to help give Charles' stuffed lobster a name,input-output-hk,2021-09-25,2021-09-25,2021-09-10,2,67.27777777777777
210,cardano,blockchain,https://github.com/input-output-hk/ouroboros-network,,,,input-output-hk/ouroboros-network,ouroboros-network,172,49,50,"['ouroboros', 'consensus', 'blockchain']",Haskell,,"An implementation of the Ouroboros family of consensus algorithms, with its networking support",input-output-hk,2021-09-24,2021-09-24,2018-09-19,157,1.0895927601809954
477,0xproject,?,https://github.com/0xProject/0x-api,,,? eth ?,0xProject/0x-api,0x-api,171,112,18,[],TypeScript,https://0x.org/docs/api,An HTTP Interface to 0x liquidity and tooling,0xProject,2021-09-27,2021-09-23,2019-10-22,101,1.693069306930693
264,eoc,blockchain,https://github.com/EOSIO/eos-vm,,,,EOSIO/eos-vm,eos-vm,170,50,41,[],C++,,"A Low-Latency, High Performance and Extensible WebAssembly Backend Library",EOSIO,2021-08-02,2019-11-08,2018-07-16,167,1.017094017094017
340,neo,,https://github.com/neo-project/neo-vm,,,,neo-project/neo-vm,neo-vm,168,136,48,"['neo', 'virtual-machine']",C#,,NEO Virtual Machine,neo-project,2021-09-23,2021-08-19,2016-09-22,261,0.6419213973799127
215,cardano,blockchain,https://github.com/input-output-hk/cardano-graphql,,,,input-output-hk/cardano-graphql,cardano-graphql,168,61,34,[],TypeScript,,GraphQL API for Cardano,input-output-hk,2021-09-28,2021-09-28,2018-10-25,152,1.1000935453695042
89,ethereum,blockchain,https://github.com/ethereum/evmc,1.0,,,ethereum/evmc,evmc,168,83,26,"['ethereum', 'evm', 'ewasm', 'wasm', 'rust', 'golang', 'evmc', 'c', 'cpp', 'java']",C,https://evmc.ethereum.org,EVMC – Ethereum Client-VM Connector API,ethereum,2021-09-23,2021-09-17,2016-08-21,266,0.630901287553648
105,ethereum,blockchain,https://github.com/ethereum/remixd,1.0,,,ethereum/remixd,remixd,165,94,19,[],TypeScript,,remix server,ethereum,2021-09-28,2021-02-26,2017-05-29,226,0.7296272899557802
470,0xproject,?,https://github.com/0xProject/0x-launch-kit-backend,,,? eth ?,0xProject/0x-launch-kit-backend,0x-launch-kit-backend,165,273,19,[],TypeScript,,Launch a 0x relayer in under a minute [DEPRECATED],0xProject,2021-07-30,2020-02-13,2018-09-21,157,1.0471441523118767
67,ethereum,blockchain,https://github.com/ethereum/mix,1.0,,,ethereum/mix,mix,164,50,31,[],JavaScript,http://www.ethereum.org,The Mix Ethereum Dapp Development Tool,ethereum,2021-08-10,2016-08-11,2015-08-17,319,0.5138764547896151
108,ethereum,blockchain,https://github.com/ethereum/eth-tester,1.0,,,ethereum/eth-tester,eth-tester,164,86,20,[],Python,,Tool suite for testing ethereum applications.,ethereum,2021-09-25,2021-04-12,2017-07-05,220,0.7425614489003881
28,polkadot,validator/web3??,https://github.com/w3f/polkadot-validator-setup,,,?,w3f/polkadot-validator-setup,polkadot-validator-setup,163,116,18,"['polkadot', 'polkadot-validator', 'validator', 'blockchain', 'substrate', 'terraform', 'ansible', 'devops', 'vpn', 'wireguard', 'proof-of-stake']",JavaScript,,Polkadot Validator Secure Setup,w3f,2021-09-25,2021-09-06,2019-07-31,112,1.4443037974683544
30,solana,blockchain,https://github.com/solana-labs/wallet-adapter,,,,solana-labs/wallet-adapter,wallet-adapter,163,81,21,"['wallet', 'solana', 'cryptocurrency']",TypeScript,https://solana-labs.github.io/wallet-adapter/,Modular TypeScript wallet adapters and components for Solana applications.,solana-labs,2021-09-28,2021-09-27,2021-03-26,26,6.134408602150538
513,dfinity,,https://github.com/dfinity/candid,,,,dfinity/candid,candid,161,39,15,[],Rust,,Candid Library for the Internet Computer,dfinity,2021-09-27,2021-09-27,2020-05-04,73,2.201171875
55,ethereum,blockchain,https://github.com/ethereum/ethash,1.0,,,ethereum/ethash,ethash,156,246,31,[],C,,,ethereum,2021-09-26,2017-04-07,2015-02-04,346,0.4497528830313015
292,stella,,https://github.com/stellar/java-stellar-sdk,,,,stellar/java-stellar-sdk,java-stellar-sdk,156,160,33,"['stellar', 'blockchain', 'cryptocurrency', 'sdk', 'java']",Java,https://stellar.github.io/java-stellar-sdk/,,stellar,2021-09-24,2021-09-24,2015-11-16,306,0.5095660289314046
122,ethereum,blockchain,https://github.com/ethereum/browser-solidity,1.0,,,ethereum/browser-solidity,browser-solidity,154,98,25,[],JavaScript,,Fomer location of remix-ide => https://github.com/ethereum/remix-ide,ethereum,2021-09-12,2018-02-22,2018-02-22,187,0.8203957382039574
156,chainlink,blockchain,https://github.com/smartcontractkit/chainlink-ruby,,,,smartcontractkit/chainlink-ruby,chainlink-ruby,153,33,46,"['ethereum', 'bitcoin', 'blockchain', 'chainlink', 'oracle']",Ruby,https://chainlink-docs.smartcontract.com,Easily connect your applications to blockchains,smartcontractkit,2021-06-11,2018-06-20,2016-09-16,262,0.5826985854189336
146,ethereum,blockchain,https://github.com/ethereum/staking-launchpad,1.0,,,ethereum/staking-launchpad,staking-launchpad,151,75,18,[],TypeScript,,The deposit launchpad for eth2 🦏,ethereum,2021-09-17,2021-09-08,2020-01-27,87,1.7327868852459016
309,monero,,https://github.com/monero-project/monero-site,,,,monero-project/monero-site,monero-site,151,320,42,[],CSS,https://getmonero.org,,monero-project,2021-09-21,2021-09-20,2015-01-02,351,0.4295002031694433
85,ethereum,blockchain,https://github.com/ethereum/hive,1.0,,,ethereum/hive,hive,149,78,19,"['ethereum', 'golang', 'docker', 'testing', 'simulation', 'reality']",Go,,Ethereum end-to-end test harness,ethereum,2021-09-01,2021-09-01,2016-07-04,273,0.5455020920502092
376,iota,client,https://github.com/iotaledger/iota.rs,,,?,iotaledger/iota.rs,iota.rs,148,53,13,[],Rust,,Official IOTA Rust library. ,iotaledger,2021-09-28,2021-09-28,2018-06-04,173,0.8547854785478548
268,eoc,blockchain,https://github.com/EOSIO/eosio-card-game-repo,,,,EOSIO/eosio-card-game-repo,eosio-card-game-repo,147,94,29,"['elemental-battles', 'blockchain', 'dapp', 'game', 'lesson', 'eosio']",,http://battles.eos.io,The Elemental Battles Tutorial is divided into easy to follow lessons that take you through the process of creating your own fully-functional blockchain-based dApp.,EOSIO,2021-08-20,2020-04-27,2018-08-31,160,0.9154804270462633
464,0xproject,?,https://github.com/0xProject/standard-relayer-api,,,? eth ?,0xProject/standard-relayer-api,standard-relayer-api,147,52,23,[],,,Standard specifications for 0x relayer public APIs,0xProject,2021-07-22,2019-12-17,2017-08-25,213,0.6882943143812709
25,solana,blockchain,https://github.com/solana-labs/defi-hackathon,,,,solana-labs/defi-hackathon,defi-hackathon,146,20,29,[],,,,solana-labs,2021-09-27,2021-03-15,2021-01-20,35,4.0717131474103585
293,stella,,https://github.com/stellar/docker-stellar-core-horizon,,,,stellar/docker-stellar-core-horizon,docker-stellar-core-horizon,145,179,37,[],Shell,,Home of the stellar/quickstart docker image,stellar,2021-09-23,2021-09-23,2015-12-18,301,0.4808147797252487
53,ethereum,blockchain,https://github.com/ethereum/meteor-dapp-whisper-chat-client,1.0,,,ethereum/meteor-dapp-whisper-chat-client,meteor-dapp-whisper-chat-client,145,59,29,[],JavaScript,,,ethereum,2021-06-18,2015-06-26,2015-02-02,347,0.4176954732510288
354,iota,client,https://github.com/iotaledger/iota-java,,,?,iotaledger/iota-java,iota-java,142,83,23,"['iota', 'iota-java-library', 'iota-library', 'api', 'cryptocurrency', 'internet-of-things', 'java']",Java,https://docs.iota.org/,IOTA Java API Library. Find documentation on,iotaledger,2021-08-23,2020-10-11,2016-10-23,257,0.5519156024430871
170,algorand,blockchain,https://github.com/algorand/js-algorand-sdk,,,,algorand/js-algorand-sdk,js-algorand-sdk,141,102,24,"['algorand', 'javascript', 'typescript', 'sdk', 'blockchain', 'node', 'browser']",TypeScript,https://algorand.github.io/js-algorand-sdk/,The official JavaScript SDK for Algorand.,algorand,2021-09-27,2021-09-27,2019-01-31,138,1.0164778578784759
266,eoc,blockchain,https://github.com/EOSIO/eosio-project-boilerplate-simple,,,,EOSIO/eosio-project-boilerplate-simple,eosio-project-boilerplate-simple,139,65,44,"['blockchain', 'dapp', 'eosio']",Shell,,"This repository demonstrates the eosio platform running a blockchain as a local single node test net with a simple DApp, NoteChain.",EOSIO,2021-08-09,2020-08-26,2018-07-27,165,0.8395168248490078
302,stella,,https://github.com/stellar/awesome-stellar,,,,stellar/awesome-stellar,awesome-stellar,139,18,13,"['stellar', 'network', 'blockchain', 'awesome-list', 'fintech']",,,"👨‍🚀 A curated list of Stellar applications, blog posts, educational resources, tools, and more. ",stellar,2021-09-23,2020-10-01,2019-07-18,114,1.211706102117061
399,iota,client,https://github.com/iotaledger/wasp,,,?,iotaledger/wasp,wasp,139,46,24,[],Go,,Node for IOTA Smart Contracts ,iotaledger,2021-09-26,2021-08-03,2020-05-11,72,1.9267326732673267
506,dfinity,,https://github.com/dfinity/motoko,,,,dfinity/motoko,motoko,138,12,16,[],OCaml,,Simple high-level language for writing Internet Computer canisters,dfinity,2021-09-28,2021-09-28,2018-05-11,176,0.7815533980582524
87,ethereum,blockchain,https://github.com/ethereum/py-solc,1.0,,,ethereum/py-solc,py-solc,138,56,19,"['ethereum', 'solidity', 'solc', 'solidity-compiler', 'python-wrapper', 'py-solc', 'blockchain', 'python', 'python3']",Python,,Python wrapper around the solc Solidity compiler.,ethereum,2021-08-31,2018-10-04,2016-07-19,271,0.5092250922509225
311,monero,,https://github.com/monero-project/research-lab,,,,monero-project/research-lab,research-lab,137,55,59,[],TeX,,A general repo for Monero Research Lab work in progress and completed work,monero-project,2021-09-02,2018-06-19,2015-11-02,308,0.44459898006490495
49,ethereum,blockchain,https://github.com/ethereum/emacs-solidity,1.0,,,ethereum/emacs-solidity,emacs-solidity,137,56,24,"['emacs-lisp', 'solidity', 'emacs-mode', 'emacs', 'ethereum']",Emacs Lisp,,The official solidity-mode for EMACS,ethereum,2021-09-26,2021-07-17,2014-12-15,354,0.38684953610326744
344,neo,,https://github.com/neo-project/examples,,,,neo-project/examples,examples,136,139,36,['neo'],C#,,,neo-project,2021-06-29,2021-06-29,2017-05-12,228,0.595
521,dfinity,,https://github.com/dfinity/internet-identity,,,,dfinity/internet-identity,internet-identity,134,26,46,[],TypeScript,,"Internet Identity, a blockchain authentication system for the Internet Computer",dfinity,2021-09-24,2021-09-24,2021-04-09,24,5.453488372093023
2,bitcoin,blockchain,https://github.com/bitcoin/libbase58,,,,bitcoin/libbase58,libbase58,133,134,38,[],C,,C library for Bitcoin's base58 encoding,bitcoin,2021-09-20,2020-10-02,2014-08-26,370,0.35945945945945945
151,ethereum,blockchain,https://github.com/ethereum/annotated-spec,1.0,,,ethereum/annotated-spec,annotated-spec,132,30,9,[],,,"Vitalik's annotated eth2 spec. Not intended to be ""the"" annotated spec; other documents like Ben Edgington's https://benjaminion.xyz/eth2-annotated-spec/ also exist. This one is intended to focus more on design rationale.",ethereum,2021-09-27,2021-09-01,2020-08-06,59,2.210526315789474
48,ethereum,blockchain,https://github.com/ethereum/evmjit,1.0,,,ethereum/evmjit,evmjit,132,73,32,[],C++,,The Ethereum EVM JIT,ethereum,2021-08-25,2019-05-08,2014-12-01,356,0.37063778580024065
466,0xproject,?,https://github.com/0xProject/0x-starter-project,,,? eth ?,0xProject/0x-starter-project,0x-starter-project,132,102,15,[],TypeScript,,A project showcasing how to get started with 0x.js,0xProject,2021-08-01,2021-03-12,2017-10-25,204,0.6443514644351465
450,zcash,blockchain,https://github.com/zcash/mpc,,,,zcash/mpc,mpc,129,31,23,[],Rust,,zk-SNARK parameter multi-party computation protocol,zcash,2021-09-26,2019-10-30,2016-10-24,257,0.5016666666666667
